PAD_FIELDS=TYPE|COMPONENT|PIN|EXPANSION|EXPANSION_MODE|TOP_SOLDER|BOTTOM_SOLDER|PASTE_ENABLED|TOP_PASTE_ENABLED|BOTTOM_PASTE_ENABLED
VIA|87|0|0|1
VIA|88|0|0|1
VIA|89|0|0|1
VIA|90|0|0|1
VIA|91|0|0|1
VIA|92|0|0|1
VIA|93|0|0|1
VIA|94|0|0|1
VIA|95|0|0|1
VIA|96|0|0|1
VIA|97|0|0|1
VIA|98|0|0|1
VIA|99|0|0|1
VIA|100|0|0|1
VIA|101|0|0|1
VIA|102|0|0|1
VIA|103|0|0|1
VIA|104|0|0|1
VIA|105|0|0|1
VIA|106|0|0|1
VIA|107|0|0|1
VIA|108|0|0|1
VIA|109|0|0|1
VIA|110|0|0|1
VIA|111|0|0|1
VIA|112|0|0|1
VIA|113|0|0|1
VIA|114|0|0|1
VIA|115|0|0|1
VIA|116|0|0|1
VIA|117|0|0|1
VIA|118|0|0|1
VIA|119|0|0|1
VIA|120|0|0|1
VIA|121|0|0|1
VIA|122|0|0|1
VIA|123|0|0|1
VIA|124|0|0|1
VIA|125|0|0|1
VIA|126|0|0|1
VIA|127|0|0|1
VIA|128|0|0|1
VIA|129|0|0|1
VIA|130|0|0|1
VIA|131|0|0|1
VIA|132|0|0|1
VIA|133|0|0|1
VIA|134|0|0|1
VIA|135|0|0|1
VIA|136|0|0|1
VIA|137|0|0|1
VIA|138|0|0|1
VIA|139|0|0|1
VIA|140|0|0|1
VIA|141|0|0|1
VIA|142|0|0|1
VIA|143|0|0|1
VIA|144|0|0|1
VIA|145|0|0|1
VIA|146|0|0|1
VIA|147|0|0|1
VIA|148|0|0|1
VIA|149|0|0|1
VIA|150|0|0|1
VIA|151|0|0|1
VIA|152|0|0|1
VIA|153|0|0|1
VIA|154|0|0|1
VIA|155|0|0|1
VIA|156|0|0|1
VIA|157|0|0|1
VIA|158|0|0|1
VIA|159|0|0|1
VIA|160|0|0|1
VIA|161|0|0|1
VIA|162|0|0|1
VIA|163|0|0|1
VIA|164|0|0|1
VIA|165|0|0|1
VIA|166|0|0|1
VIA|167|0|0|1
VIA|168|0|0|1
VIA|169|0|0|1
VIA|170|0|0|1
VIA|171|0|0|1
VIA|172|0|0|1
VIA|173|0|0|1
VIA|174|0|0|1
VIA|175|0|0|1
VIA|176|0|0|1
VIA|177|0|0|1
VIA|178|0|0|1
VIA|179|0|0|1
VIA|180|0|0|1
VIA|181|0|0|1
VIA|182|0|0|1
VIA|183|0|0|1
VIA|184|0|0|1
VIA|185|0|0|1
VIA|186|0|0|1
VIA|187|0|0|1
VIA|188|0|0|1
VIA|189|0|0|1
VIA|190|0|0|1
VIA|191|0|0|1
VIA|192|0|0|1
VIA|193|0|0|1
VIA|194|0|0|1
VIA|195|0|0|1
VIA|196|0|0|1
VIA|197|0|0|1
VIA|198|0|0|1
VIA|199|0|0|1
VIA|200|0|0|1
VIA|201|0|0|1
VIA|202|0|0|1
VIA|203|0|0|1
VIA|204|0|0|1
VIA|205|0|0|1
VIA|206|0|0|1
VIA|207|0|0|1
VIA|208|0|0|1
VIA|209|0|0|1
VIA|210|0|0|1
VIA|211|0|0|1
VIA|212|0|0|1
VIA|213|0|0|1
VIA|214|0|0|1
VIA|215|0|0|1
VIA|216|0|0|1
VIA|217|0|0|1
VIA|218|0|0|1
VIA|219|0|0|1
VIA|220|0|0|1
VIA|221|0|0|1
VIA|222|0|0|1
VIA|223|0|0|1
VIA|224|0|0|1
VIA|225|0|0|1
VIA|226|0|0|1
VIA|227|0|0|1
VIA|228|0|0|1
VIA|229|0|0|1
VIA|230|0|0|1
VIA|231|0|0|1
VIA|232|0|0|1
VIA|233|0|0|1
VIA|234|0|0|1
VIA|235|0|0|1
VIA|236|0|0|1
VIA|237|0|0|1
VIA|238|0|0|1
VIA|239|0|0|1
VIA|240|0|0|1
VIA|241|0|0|1
VIA|242|0|0|1
VIA|243|0|0|1
VIA|244|0|0|1
VIA|245|0|0|1
VIA|246|0|0|1
VIA|247|0|0|1
VIA|248|0|0|1
VIA|249|0|0|1
VIA|250|0|0|1
VIA|251|0|0|1
VIA|252|0|0|1
VIA|253|0|0|1
VIA|254|0|0|1
VIA|255|0|0|1
VIA|256|0|0|1
VIA|257|0|0|1
VIA|258|0|0|1
VIA|259|0|0|1
VIA|260|0|0|1
VIA|261|0|0|1
VIA|262|0|0|1
VIA|263|0|0|1
VIA|264|0|0|1
VIA|265|0|0|1
VIA|266|0|0|1
VIA|267|0|0|1
VIA|268|0|0|1
VIA|269|0|0|1
VIA|270|0|0|1
VIA|271|0|0|1
VIA|272|0|0|1
VIA|273|0|0|1
VIA|274|0|0|1
VIA|275|0|0|1
VIA|276|0|0|1
VIA|277|0|0|1
VIA|278|0|0|1
VIA|279|0|0|1
VIA|280|0|0|1
VIA|281|0|0|1
VIA|282|0|0|1
VIA|283|0|0|1
VIA|284|0|0|1
VIA|285|0|0|1
VIA|286|0|0|1
VIA|287|0|0|1
VIA|288|0|0|1
VIA|289|0|0|1
VIA|290|0|0|1
VIA|291|0|0|1
VIA|292|0|0|1
VIA|293|0|0|1
VIA|294|0|0|1
VIA|295|0|0|1
VIA|296|0|0|1
VIA|297|0|0|1
VIA|298|0|0|1
VIA|299|0|0|1
VIA|300|0|0|1
VIA|301|0|0|1
VIA|302|0|0|1
VIA|303|0|0|1
VIA|304|0|0|1
VIA|305|0|0|1
VIA|306|0|0|1
VIA|307|0|0|1
VIA|308|0|0|1
VIA|309|0|0|1
VIA|310|0|0|1
VIA|311|0|0|1
VIA|312|0|0|1
VIA|313|0|0|1
VIA|314|0|0|1
VIA|315|0|0|1
VIA|316|0|0|1
VIA|317|0|0|1
VIA|318|0|0|1
VIA|319|0|0|1
VIA|320|0|0|1
VIA|321|0|0|1
VIA|322|0|0|1
VIA|323|0|0|1
VIA|324|0|0|1
VIA|325|0|0|1
VIA|326|0|0|1
VIA|327|0|0|1
VIA|328|0|0|1
VIA|329|0|0|1
VIA|330|0|0|1
VIA|331|0|0|1
VIA|332|0|0|1
VIA|333|0|0|1
VIA|334|0|0|1
VIA|335|0|0|1
VIA|336|0|0|1
VIA|337|0|0|1
VIA|338|0|0|1
VIA|339|0|0|1
VIA|340|0|0|1
VIA|341|0|0|1
VIA|342|0|0|1
VIA|343|0|0|1
VIA|344|0|0|1
VIA|345|0|0|1
VIA|346|0|0|1
VIA|347|0|0|1
VIA|348|0|0|1
VIA|349|0|0|1
VIA|350|0|0|1
VIA|351|0|0|1
VIA|352|0|0|1
VIA|353|0|0|1
VIA|354|0|0|1
VIA|355|0|0|1
VIA|356|0|0|1
VIA|357|0|0|1
VIA|358|0|0|1
VIA|359|0|0|1
VIA|360|0|0|1
VIA|361|0|0|1
VIA|362|0|0|1
VIA|363|0|0|1
VIA|364|0|0|1
VIA|365|0|0|1
VIA|366|0|0|1
VIA|367|0|0|1
VIA|368|0|0|1
VIA|369|0|0|1
VIA|370|0|0|1
VIA|371|0|0|1
VIA|372|0|0|1
VIA|373|0|0|1
VIA|374|0|0|1
VIA|375|0|0|1
VIA|376|0|0|1
VIA|377|0|0|1
VIA|378|0|0|1
VIA|379|0|0|1
VIA|380|0|0|1
VIA|381|0|0|1
VIA|382|0|0|1
VIA|383|0|0|1
VIA|384|0|0|1
VIA|385|0|0|1
VIA|386|0|0|1
VIA|387|0|0|1
VIA|388|0|0|1
VIA|389|0|0|1
VIA|390|0|0|1
VIA|391|0|0|1
VIA|392|0|0|1
VIA|393|0|0|1
VIA|394|0|0|1
VIA|395|0|0|1
VIA|396|0|0|1
VIA|397|0|0|1
VIA|398|0|0|1
VIA|399|0|0|1
VIA|400|0|0|1
VIA|401|0|0|1
VIA|402|0|0|1
VIA|403|0|0|1
VIA|404|0|0|1
VIA|405|0|0|1
VIA|406|0|0|1
VIA|407|0|0|1
VIA|408|0|0|1
VIA|409|0|0|1
VIA|410|0|0|1
VIA|411|0|0|1
VIA|412|0|0|1
VIA|413|0|0|1
VIA|414|0|0|1
VIA|415|0|0|1
VIA|416|0|0|1
VIA|417|0|0|1
VIA|418|0|0|1
VIA|419|0|0|1
VIA|420|0|0|1
VIA|421|0|0|1
VIA|422|0|0|1
VIA|423|0|0|1
VIA|424|0|0|1
VIA|425|0|0|1
VIA|426|0|0|1
VIA|427|0|0|1
VIA|428|0|0|1
VIA|429|0|0|1
VIA|430|0|0|1
VIA|431|0|0|1
VIA|432|0|0|1
VIA|433|0|0|1
VIA|434|0|0|1
VIA|435|0|0|1
VIA|436|0|0|1
VIA|437|0|0|1
VIA|438|0|0|1
VIA|439|0|0|1
VIA|440|0|0|1
VIA|441|0|0|1
VIA|442|0|0|1
VIA|443|0|0|1
VIA|444|0|0|1
VIA|445|0|0|1
VIA|446|0|0|1
VIA|447|0|0|1
VIA|448|0|0|1
VIA|449|0|0|1
VIA|450|0|0|1
VIA|451|0|0|1
VIA|452|0|0|1
VIA|453|0|0|1
VIA|454|0|0|1
VIA|455|0|0|1
VIA|456|0|0|1
VIA|457|0|0|1
VIA|458|0|0|1
VIA|459|0|0|1
VIA|460|0|0|1
VIA|461|0|0|1
VIA|462|0|0|1
VIA|463|0|0|1
VIA|464|0|0|1
VIA|465|0|0|1
VIA|466|0|0|1
VIA|467|0|0|1
VIA|468|0|0|1
VIA|469|0|0|1
VIA|470|0|0|1
VIA|471|0|0|1
VIA|472|0|0|1
VIA|473|0|0|1
VIA|474|0|0|1
VIA|475|0|0|1
VIA|476|0|0|1
VIA|477|0|0|1
VIA|478|0|0|1
VIA|479|0|0|1
VIA|480|0|2|1
VIA|481|0|2|1
VIA|482|0|2|1
VIA|483|0|2|1
VIA|484|0|2|1
VIA|485|0|2|1
VIA|486|0|2|1
VIA|487|0|2|1
VIA|488|0|2|1
VIA|489|0|2|1
VIA|490|0|2|1
VIA|491|0|2|1
VIA|492|0|2|1
VIA|493|0|2|1
VIA|494|0|2|1
VIA|495|0|2|1
VIA|496|0|2|1
VIA|497|0|2|1
VIA|498|0|2|1
VIA|499|0|2|1
VIA|500|0|2|1
VIA|501|0|2|1
VIA|502|0|2|1
VIA|503|0|2|1
VIA|504|0|2|1
VIA|505|0|2|1
VIA|506|0|2|1
VIA|507|0|2|1
VIA|508|0|2|1
VIA|509|0|2|1
VIA|510|0|2|1
VIA|511|0|2|1
VIA|512|0|2|1
VIA|513|0|2|1
VIA|514|0|2|1
VIA|515|0|2|1
VIA|516|0|2|1
VIA|517|0|2|1
VIA|518|0|2|1
VIA|519|0|2|1
VIA|520|0|2|1
VIA|521|0|2|1
VIA|522|0|2|1
VIA|523|0|2|1
VIA|524|0|2|1
VIA|525|0|2|1
VIA|526|0|2|1
VIA|527|0|2|1
COMPLETE
